	CH2500	CH2502	CH2522	F1659
PA14_41170,fabI	106	203	249	178
PA14_41190,ppiD	707	785	1098	782
PA14_41200	20	23	34	20
PA14_41210,hupB	187	194	225	201
PA14_41220,lon	1164	1472	1859	1507
PA14_41230,clpX	757	896	1011	906
PA14_41240,clpP	329	418	497	383
PA14_41250,tig	809	714	1074	722
PA14_41260	77	88	137	112
PA14_41270	82	120	172	162
PA14_41280	28	79	53	97
PA14_41290	2	5	4	12
PA14_41300	6	5	16	15
PA14_41320	39	15	33	16
PA14_41330	17	16	34	23
PA14_41340	34	38	42	33
PA14_41350,folD	144	134	319	173
PA14_41360,cysS	443	508	650	471
PA14_41380,glnS	619	703	911	751
PA14_41390,ppiB	204	265	308	256
PA14_41400	57	56	89	81
PA14_41420	222	188	365	203
PA14_41430,miaE	21	20	66	34
PA14_41440,uspA	228	553	472	399
PA14_41450	17	48	64	49
PA14_41470,acnB	994	1131	1404	1071
PA14_41480,nasS	8	9	8	107
PA14_41490,nasT	3	5	3	45
PA14_41500	32	43	32	229
PA14_41510,nasA	1	2	1	40
PA14_41520,ppkB	6	6	3	66
PA14_41530,nirB	18	17	7	196
PA14_41540,nirD	1	3	4	25
PA14_41560,nasA	7	16	11	142
PA14_41563,cobA	5	9	13	30
PA14_41570,oprF	829	881	945	927
PA14_41575,sigX	347	381	422	411
PA14_41590,cmpX	236	301	319	359
PA14_41610,crfX	52	75	80	96
PA14_41630,cmaX	173	202	229	262
PA14_41640,menG	89	156	146	144
PA14_41650,estX	48	34	119	73
PA14_41670,ppsA	921	1160	1407	1201
PA14_41680,ydiA	218	286	263	345
PA14_41690	170	197	290	237
PA14_41710	447	556	725	584
PA14_41730	367	381	493	436
PA14_41740	22	82	55	116
PA14_41750	39	47	39	123
PA14_41760	49	120	60	140
PA14_41780	49	145	93	129
PA14_41790	30	98	75	54
PA14_41800	286	666	527	380
PA14_41810	370	720	531	440
PA14_41820,pabB	147	198	270	205
PA14_41830,thrH	53	65	119	92
PA14_41840,cysH	155	159	219	179
PA14_41860	9	34	30	12
PA14_41870,cysB	217	291	284	335
PA14_41880	56	145	109	123
PA14_41900,panE	167	284	286	268
PA14_41910	46	83	77	75
PA14_41920,aroF-1	432	467	633	463
PA14_41930	54	115	92	78
PA14_41950	60	77	117	93
PA14_41960	3	7	6	13
PA14_41970	106	275	239	174
PA14_41980	12	63	21	70
PA14_41990	12	8	5	61
PA14_42000	2	2	0	16
PA14_42010	123	140	159	134
PA14_42020,arsC	32	42	81	35
PA14_42030	2	3	2	26
PA14_42050	6	13	9	33
PA14_42060	32	44	69	92
PA14_42080,fadB	42	132	124	142
PA14_42090	35	106	80	126
PA14_42100	27	40	30	55
PA14_42120	25	66	84	71
PA14_42130	19	84	36	90
PA14_42140	24	110	60	143
PA14_42150	29	97	47	176
PA14_42160	25	99	49	157
PA14_42180	33	68	74	53
PA14_42200	6	36	26	53
PA14_42220	56	163	200	146
PA14_42230,bglX	136	97	236	199
PA14_42250,pscL	220	45	43	83
PA14_42260,pscK	120	12	30	23
PA14_42270,pscJ	299	65	74	94
PA14_42280,pscI	170	38	50	62
PA14_42290,pscH	166	22	41	51
PA14_42300,pscG	103	11	19	8
PA14_42310,pscF	192	39	74	74
PA14_42320,pscE	113	19	33	26
PA14_42340,pscD	310	25	50	80
PA14_42350,pscC	398	45	91	133
PA14_42360,pscB	93	3	13	13
PA14_42380,exsD	394	65	113	86
PA14_42390,exsA	482	137	153	192
PA14_42400,exsB	204	60	78	65
PA14_42410	76	23	29	14
PA14_42430,exsC	183	62	84	52
PA14_42440,popD	534	70	92	124
PA14_42450,popB	926	182	189	260
PA14_42460,pcrH	344	58	67	105
PA14_42470,pcrV	389	57	54	113
PA14_42480,pcrG	120	14	20	28
PA14_42490,pcrR	81	6	14	9
PA14_42500,pcrD	489	71	64	139
PA14_42510,pcr4	24	1	3	7
PA14_42520,pcr3	71	2	9	7
PA14_42530,pcr2	82	2	10	9
PA14_42540,pcr1	93	5	13	21
PA14_42550,popN	247	6	38	44
PA14_42570,pscN	280	16	50	68
PA14_42580,pscO	106	3	14	14
PA14_42600,pscP	253	7	30	51
PA14_42610,pscQ	248	5	29	43
PA14_42620,pscR	154	15	17	69
PA14_42630,pscS	54	7	5	22
PA14_42640,pscT	64	11	11	72
PA14_42660,pscU	139	16	18	80
PA14_42670	279	244	388	394
PA14_42680	119	108	177	204
PA14_42690,speE	125	56	188	118
PA14_42700,alkA	41	79	84	61
PA14_42710	12	17	27	18
PA14_42720,masA	61	77	138	82
PA14_42730	120	149	190	172
PA14_42740	179	216	246	270
PA14_42750	85	86	108	151
PA14_42760,aroC	141	164	264	180
PA14_42770	32	44	46	70
PA14_42780	77	138	205	110
PA14_42790	76	72	149	98
PA14_42820	131	179	216	178
PA14_42830	15	26	30	25
PA14_42840	41	37	77	61
PA14_42850,folE	112	116	169	127
PA14_42860	171	282	336	193
PA14_42870	43	69	85	65
PA14_42880,stk1	4	12	10	27
PA14_42890,stp1	8	16	24	37
PA14_42900	34	105	126	244
PA14_42910	13	37	31	73
PA14_42920	31	75	84	156
PA14_42940	19	46	54	90
PA14_42950	22	54	73	93
PA14_42960	1	5	10	12
PA14_42970	17	32	58	101
PA14_42980	50	85	149	278
PA14_42990	20	33	68	169
PA14_43000	30	59	103	169
PA14_43020	1	18	22	32
PA14_43030	44	146	243	364
PA14_43040	28	67	99	171
PA14_43050	55	103	181	316
PA14_43070,hcpD	33	48	36	56
PA14_43080	14	12	27	86
PA14_43090	10	0	0	0
PA14_43100	279	0	1	2
PA14_43110	130	209	181	213
PA14_43130	200	237	304	253
PA14_43140	20	38	27	25
PA14_43150	25	53	109	12
PA14_43160,benE	56	84	55	46
PA14_43170	50	73	50	112
PA14_43180	13	27	39	90
PA14_43190	40	92	81	106
PA14_43200	35	98	139	132
PA14_43220	50	79	74	78
PA14_43230	27	58	58	33
PA14_43240	62	103	132	81
PA14_43250	8	34	16	46
PA14_43270,ybbB	112	185	271	191
PA14_43280,selD	104	189	316	157
PA14_43290	47	82	54	83
PA14_43300	123	247	287	177
PA14_43310	15	43	43	17
PA14_43320,glsA	16	15	45	46
PA14_43340,kdpE	20	25	33	59
PA14_43350,kdpD	44	86	114	137
PA14_43370,kdpC	0	4	3	9
PA14_43380,kdpB	13	9	21	98
PA14_43400,kdpA	6	13	13	96
PA14_43405,kdbF	1	3	2	13
PA14_43420	40	53	57	91
PA14_43430	54	118	104	132
PA14_43440	12	20	35	53
PA14_43460,paaH	19	17	50	38
PA14_43480	67	78	94	87
PA14_43490	12	17	24	31
PA14_43510	64	55	41	166
PA14_43520	57	117	111	110
PA14_43530	126	204	216	166
PA14_43540	20	40	56	58
PA14_43550	32	74	98	58
PA14_43570	5	8	12	16
PA14_43580	31	60	67	64
PA14_43600	26	47	46	48
PA14_43610	123	211	153	134
PA14_43620,sixA	55	82	83	88
PA14_43630	93	110	143	111
PA14_43640,gpsA	250	297	418	328
PA14_43650	90	266	315	270
PA14_43660	34	56	74	57
PA14_43670	250	302	401	405
PA14_43680,fabA	152	204	260	196
PA14_43690,fabB	490	631	726	639
PA14_43710	123	285	410	340
PA14_43720	24	32	49	21
PA14_43730	10	16	3	63
PA14_43740	41	67	36	161
PA14_43760	55	177	128	124
PA14_43770	10	25	22	27
PA14_43780	38	28	107	46
PA14_43790	71	138	331	183
PA14_43810	24	43	137	71
PA14_43820	9	24	23	24
PA14_43830,panB	3	25	28	36
PA14_43840	43	136	257	84
PA14_43850,htpG	859	839	1540	496
PA14_43870	99	114	137	92
PA14_43880	39	26	48	47
PA14_43890	34	32	67	38
PA14_43900	98	115	101	144
PA14_43910	13	14	28	51
PA14_43920,braB	103	150	206	154
PA14_43940,sucD	411	438	538	470
PA14_43950,sucC	911	935	1042	999
PA14_43970,lpdG	553	657	835	702
PA14_44000,sucB	589	736	873	746
PA14_44010,sucA	1240	1436	1731	1706
PA14_44020,sdhB	437	475	538	550
PA14_44030,sdhA	856	997	1215	1113
PA14_44050,sdhD	187	208	267	234
PA14_44060,sdhC	204	239	290	229
PA14_44070,gltA	689	738	875	905
PA14_44080	221	322	293	298
PA14_44090	17	13	32	17
PA14_44100	25	57	42	44
PA14_44110	10	11	22	39
PA14_44120	67	194	153	120
PA14_44130	22	60	37	64
PA14_44140,yaiE	34	52	75	53
PA14_44150,yijF	47	126	105	88
PA14_44160	183	453	377	278
PA14_44170	36	72	56	65
PA14_44180	36	28	43	53
PA14_44190	8	12	2	64
PA14_44200	1	2	0	6
PA14_44210	12	12	13	93
PA14_44230	20	5	5	30
PA14_44240	27	19	11	68
PA14_44260	47	38	23	136
PA14_44270	43	45	64	55
PA14_44280,ygdE	69	90	178	97
PA14_44290,acnA	416	870	538	1566
PA14_44300,aer	310	581	854	632
PA14_44311	46	62	56	97
PA14_44320	26	50	43	32
PA14_44340,ccoN	779	958	1051	528
PA14_44350,ccoO	380	503	499	240
PA14_44360,ccoP	444	629	612	288
PA14_44370,ccoN	655	539	1005	819
PA14_44380,ccoO	270	195	349	319
PA14_44390	92	89	125	102
PA14_44400,ccoP	325	277	490	398
PA14_44420,fixG	339	533	851	439
PA14_44430	102	204	256	137
PA14_44440,fixI	150	274	422	217
PA14_44450,fixS	19	25	24	18
PA14_44460	12	38	32	30
PA14_44470,hemN	480	745	952	677
PA14_44480	175	252	228	248
PA14_44490,anr	200	325	354	335
PA14_44500,apt	30	43	67	30
PA14_44510	25	20	51	98
PA14_44520,ydgF	5	4	0	37
PA14_44530,ygdE	1	0	0	7
PA14_44540	31	58	76	72
PA14_44560	71	81	84	203
PA14_44570	17	45	39	51
PA14_44580	28	28	34	37
PA14_44590	51	87	129	155
PA14_44610,recR	60	55	102	87
PA14_44620	167	187	217	196
PA14_44630,dnaX	583	631	754	627
PA14_44640	32	106	66	118
PA14_44650	61	66	100	92
PA14_44660,ligA	244	288	501	381
PA14_44670,zipA	367	417	511	391
PA14_44680,smc	738	1271	1250	1053
PA14_44690	106	169	163	191
PA14_44700,alkB2	34	63	39	119
PA14_44710,xdhA	55	110	48	143
PA14_44740,xdhB	78	272	131	352
PA14_44760	35	57	35	76
PA14_44770,gda1	39	70	55	102
PA14_44780	113	211	217	157
PA14_44800	19	17	10	68
PA14_44820	37	31	44	56
PA14_44830	132	87	139	189
PA14_44840	45	24	52	96
PA14_44850,alc	125	76	95	157
PA14_44860,allA	81	79	76	141
PA14_44880	184	174	210	241
PA14_44890,hcpA	26	42	37	80
PA14_44900	118	290	282	178
PA14_44910	327	400	430	447
PA14_44920	231	236	368	388
PA14_44930	18	23	19	25
PA14_44950,ygfU	27	39	27	99
PA14_44960	22	18	18	20
PA14_44970,moaA2	164	266	279	214
PA14_44980	76	126	211	135
PA14_44990	3	13	9	18
PA14_45000,gcl	22	11	15	122
PA14_45010,hyi	22	25	44	129
PA14_45020,glxR	17	21	19	54
PA14_45030,ttuD	6	11	19	95
PA14_45050,pykF	8	9	15	86
PA14_45060	3	5	15	22
PA14_45070	33	32	37	73
PA14_45090	22	30	21	29
PA14_45100,muiA	76	222	225	292
PA14_45110,cysP	455	385	545	426
PA14_45120	15	15	12	31
PA14_45130	11	17	14	70
PA14_45150	43	42	79	87
PA14_45170	31	21	39	77
PA14_45180	34	30	52	67
PA14_45190	23	16	13	50
PA14_45210	14	43	26	55
PA14_45240	6	23	10	73
PA14_45250	29	54	54	60
PA14_45260	25	44	76	36
PA14_45280,cycH	203	222	479	194
PA14_45290,ccmH	73	78	126	77
PA14_45300,ccmG	106	121	224	103
PA14_45310,ccmF	301	341	638	305
PA14_45330,ccmE	111	116	236	127
PA14_45340	50	32	60	40
PA14_45350,ccmC	126	132	309	126
PA14_45370,ccmB	71	69	115	74
PA14_45380,ccmA	62	52	134	58
PA14_45400	98	299	351	282
PA14_45410	16	44	38	55
PA14_45430	12	32	32	64
PA14_45440	12	34	38	25
PA14_45450	14	30	41	39
PA14_45460	42	37	61	43
PA14_45470	17	33	37	80
PA14_45480	36	66	74	46
PA14_45500,cheW	169	287	320	262
PA14_45510	163	270	314	187
PA14_45520	87	166	216	177
PA14_45540,motD	103	258	307	232
PA14_45560,motC	57	209	245	172
PA14_45580,cheB	103	383	397	205
PA14_45590,cheA	433	1040	1242	682
PA14_45610,cheZ	316	414	487	390
PA14_45620,cheY	152	183	224	197
PA14_45630,fliA	274	399	437	359
PA14_45640,fleN	284	366	478	321
PA14_45660,flhF	330	451	603	295
PA14_45680,flhA	190	280	415	261
PA14_45700	36	110	88	89
PA14_45710	56	108	112	108
PA14_45720,flhB	61	101	150	119
PA14_45740,fliR	43	52	52	80
PA14_45760,fliQ	34	49	52	73
PA14_45770,fliP	83	109	140	116
PA14_45780,fliO	43	63	73	41
PA14_45790,fliN	46	109	114	63
PA14_45800,fliM	266	358	407	344
PA14_45810,fliL	105	142	179	124
PA14_45830	171	327	384	152
PA14_45840	165	197	257	209
PA14_45850	23	47	69	59
PA14_45870	68	127	89	118
PA14_45880	32	52	51	61
PA14_45890	28	42	33	261
PA14_45910	8	17	20	100
PA14_45920	33	61	67	92
PA14_45930	63	221	129	207
PA14_45940,lasI	49	201	9	402
PA14_45950,rsaL	20	34	15	213
PA14_45960,lasR	278	417	4	386
PA14_45970	131	452	323	197
PA14_45980,yjaB	3	2	6	11
PA14_46000	9	12	14	25
PA14_46010	16	17	41	27
PA14_46020	26	27	25	39
PA14_46030	87	218	137	227
PA14_46060,gbuR	38	48	74	81
PA14_46070,gbuA	30	37	50	110
PA14_46080	21	33	14	92
PA14_46100	34	29	14	104
PA14_46110	21	42	21	100
PA14_46120,ilvG	30	29	25	50
PA14_46140	22	41	14	63
PA14_46150	24	41	26	54
PA14_46160	63	125	95	115
PA14_46170,yneJ	39	81	44	70
PA14_46180,yjiJ	4	14	8	29
PA14_46200	33	60	83	70
PA14_46220,potF	32	42	44	97
PA14_46230,aphA	29	50	45	54
PA14_46240	41	119	57	266
PA14_46250	20	17	17	63
PA14_46260	51	90	75	108
PA14_46270	89	133	159	135
PA14_46280	8	10	4	37
PA14_46290	19	37	78	31
PA14_46300	17	26	30	31
PA14_46310	13	16	18	27
PA14_46320,pyc	42	61	63	131
PA14_46330	23	28	55	55
PA14_46340	30	71	53	51
PA14_46360	67	69	76	100
PA14_46370	29	49	129	108
PA14_46380	39	19	34	69
PA14_46390	22	18	30	32
PA14_46400,yqhC	43	36	62	45
PA14_46420	23	19	52	99
PA14_46430	34	26	28	28
PA14_46440	54	96	110	75
PA14_46450,aceK	226	454	339	355
PA14_46460	211	2	0	0
PA14_46470,pdxB	87	78	190	99
PA14_46480	23	40	35	26
PA14_46490,fabF2	35	103	90	74
PA14_46510	80	0	0	0
PA14_46520	91	0	0	0
PA14_46530	26	0	0	0
PA14_46540	208	0	0	0
PA14_46550	162	0	1	0
PA14_46560	1	0	0	19
PA14_46570	111	0	0	130
PA14_46580	18	0	0	46
PA14_46590	92	0	0	315
PA14_46600	42	0	0	99
PA14_46610	4	0	0	53
PA14_46620	77	0	0	188
PA14_46630	34	65	98	112
PA14_46640	118	111	92	263
PA14_46650	12	18	27	35
PA14_46660	43	53	55	96
PA14_46670	9	28	20	51
PA14_46680,norM	88	93	120	105
PA14_46700,ybiF	16	27	42	49
PA14_46710	43	35	79	58
PA14_46720	15	42	36	39
PA14_46740	55	78	136	67
PA14_46750	2	18	6	43
PA14_46760	6	26	5	37
PA14_46770	8	56	26	84
PA14_46780	8	30	16	36
PA14_46800	4	4	4	15
PA14_46810	6	4	5	37
PA14_46820	11	15	10	37
PA14_46830	5	17	3	22
PA14_46840	24	42	35	50
PA14_46850	20	12	11	120
PA14_46860	7	7	7	57
PA14_46880	27	43	24	92
PA14_46890	53	136	110	144
PA14_46900	86	56	101	66
PA14_46910,ybeJ	658	814	748	716
PA14_46920	164	244	189	186
PA14_46930	221	305	247	245
PA14_46950	340	409	363	381
PA14_46960,ggt	485	527	418	471
PA14_46970,ansB	521	902	761	751
PA14_46980	167	300	199	287
PA14_46990	80	178	96	111
PA14_47000	25	25	43	72
PA14_47010	21	29	33	29
PA14_47030	2	2	0	22
PA14_47040,yegH	81	184	372	136
PA14_47060	15	26	28	36
PA14_47070	9	13	17	12
PA14_47080	32	49	55	59
PA14_47090	33	137	70	171
PA14_47100,ilvA2	33	58	85	93
PA14_47110,yybH	20	26	34	38
PA14_47120	135	147	48	325
PA14_47130	114	159	69	283
PA14_47140,pfuA	29	48	23	209
PA14_47150,cyoE	4	1	6	25
PA14_47160,cyoD	5	4	6	47
PA14_47180,cyoC	13	3	14	77
PA14_47190,cyoB	22	31	24	188
PA14_47210,cyoA	9	17	17	100
PA14_47230	14	29	19	55
PA14_47240	25	48	76	65
PA14_47250	12	18	36	30
PA14_47260	21	29	37	60
PA14_47270	14	49	21	19
PA14_47280,phnX	21	33	22	47
PA14_47300,phnW	18	38	23	88
PA14_47310,phnR	23	58	54	64
PA14_47320	76	98	75	80
PA14_47330,yafJ	149	248	247	266
PA14_47340	76	121	121	114
PA14_47350	40	41	92	55
PA14_47360	169	241	343	270
PA14_47370	10	14	18	19
PA14_47380,hxuC	23	55	19	237
PA14_47390	5	8	6	12
PA14_47400	16	28	22	29
PA14_47410,ycgN	16	16	37	13
PA14_47420	15	28	41	30
PA14_47430,czcD	38	38	70	66
PA14_47440	32	89	63	87
PA14_47450,ycgL	33	29	56	68
PA14_47460,rnd	168	207	333	298
PA14_47490	235	266	366	253
PA14_47500,sseA	87	171	202	126
PA14_47510	35	56	106	50
PA14_47520	43	36	41	49
PA14_47530	13	43	25	82
PA14_47540,ompP1	815	792	980	756
PA14_47550	49	113	127	178
PA14_47560	7	13	38	24
PA14_47580	28	21	43	16
PA14_47600	29	54	66	142
PA14_47610	22	45	72	46
PA14_47640	5	16	17	68
PA14_47650,cobS	37	25	41	28
PA14_47660,cobC	67	32	85	58
PA14_47670,cobT	108	68	196	51
PA14_47680,cobU	70	47	107	42
PA14_47690,cobQ	178	104	229	126
PA14_47720,cobC	138	95	163	72
PA14_47730,cobD	85	54	141	64
PA14_47750	44	25	97	48
PA14_47760,cobB	114	69	211	87
PA14_47790,cobO	163	99	257	181
PA14_47800,btuB	380	183	590	360
PA14_47810	8	7	7	28
PA14_47820	44	64	86	90
PA14_47840	3	3	11	26
PA14_47850	14	15	27	68
PA14_47860	5	3	10	16
PA14_47870	1	1	7	11
PA14_47880	38	48	70	67
PA14_47890	160	144	277	141
PA14_47900	1	3	7	21
PA14_47910	15	16	16	32
PA14_47920	5	18	9	40
PA14_47930	4	4	4	34
PA14_47940	1	5	2	7
PA14_47950	3	6	1	21
PA14_47960	10	14	7	81
PA14_47970	6	13	8	36
PA14_48000	7	6	6	53
PA14_48010	5	3	6	38
PA14_48020	18	52	72	60
PA14_48030	3	12	15	87
PA14_48040,aprI	8	17	17	79
PA14_48060,aprA	48	222	86	973
PA14_48090,aprF	18	39	26	294
PA14_48100,aprE	20	36	10	262
PA14_48115,aprD	7	28	4	204
PA14_48140,aprX	17	52	16	204
PA14_48150	27	31	73	38
PA14_48160	94	109	107	438
PA14_48170	22	27	6	128
PA14_48190	15	0	1	27
PA14_48200	2	0	0	20
PA14_48210	6	0	0	29
PA14_48230	0	0	0	4
PA14_48240	7	5	6	40
PA14_48280	7	4	8	25
PA14_48300	4	5	6	59
PA14_48310	27	31	55	33
PA14_48320	29	60	76	57
PA14_48330	1	3	8	3
PA14_48340	6	9	19	73
PA14_48350	1	7	6	12
PA14_48380	4	7	4	17
PA14_48390,yeaM	17	22	43	25
PA14_48400	52	11	48	25
PA14_48410	14	39	150	31
PA14_48420	25	57	191	58
PA14_48440	24	17	56	38
PA14_48450	31	0	0	116
PA14_48460	24	0	0	100
PA14_48470	7	0	0	47
PA14_48490	13	0	1	36
PA14_48500	83	0	1	96
PA14_48510	15	15	23	22
PA14_48520,mltA	76	103	188	108
PA14_48530	4	5	1	106
PA14_48540	1	6	2	34
PA14_48550	1	1	0	23
PA14_48560	11	12	8	111
PA14_48570	15	25	14	145
PA14_48590	17	31	20	119
PA14_48600	8	14	12	100
PA14_48610	1	6	9	32
PA14_48620	1	3	1	39
PA14_48630	8	7	10	47
PA14_48640	1	3	2	22
PA14_48650,yhhW	21	24	23	49
PA14_48660	21	28	23	55
PA14_48680	20	42	41	114
PA14_48700,kefB	166	288	292	335
PA14_48710	27	54	49	52
PA14_48730	89	202	153	194
PA14_48740,yieF	80	160	126	138
PA14_48750	62	116	104	136
PA14_48760,ycaC	23	149	92	127
PA14_48770	51	116	103	110
PA14_48780	41	156	102	149
PA14_48790	82	200	201	202
PA14_48800	211	211	304	164
PA14_48810	81	175	152	156
PA14_48830	41	81	112	87
PA14_48840	18	54	16	91
PA14_48850	11	30	13	86
PA14_48860	89	69	145	118
PA14_48870,ydaO	128	162	302	177
PA14_48880,intT	0	0	72	10
PA14_48890	0	1	68	216
PA14_48900	0	0	2	0
PA14_48910	0	0	12	40
PA14_48920	0	0	3	8
PA14_48930	0	0	3	5
PA14_48940,coaB	0	0	18	0
PA14_48950	0	1	43	0
PA14_48960	0	0	5	8
PA14_48970	0	0	15	46
PA14_48980	0	0	9	56
PA14_48990	0	0	2	20
PA14_49000	0	0	7	0
PA14_49010	0	0	3	0
PA14_49020	1	2	187	35
PA14_49030	0	0	1	0
PA14_49040	38	73	61	105
PA14_49050,yohC	9	35	13	95
PA14_49060	21	18	29	136
PA14_49070	37	96	64	59
PA14_49080,lcaD	36	55	54	118
PA14_49090	3	5	7	33
PA14_49100,yfcG	4	7	6	41
PA14_49110	24	28	36	59
PA14_49130,dctA	146	513	299	370
PA14_49150	41	46	62	104
PA14_49160,yegE	147	311	269	424
PA14_49170,phoQ	190	210	315	222
PA14_49180,phoP	113	117	215	108
PA14_49200,oprH	389	422	501	385
PA14_49210,napE	6	34	17	35
PA14_49220,napF	17	89	26	157
PA14_49230,napD	25	85	27	162
PA14_49250,napA	75	579	142	933
PA14_49260,napB	8	133	29	209
PA14_49270,napc	11	130	37	202
PA14_49280	89	242	313	134
PA14_49290	15	13	20	67
PA14_49300	34	39	39	138
PA14_49310	3	0	0	22
PA14_49320	43	83	46	119
PA14_49330	17	97	44	190
PA14_49340,pcpS	37	78	126	34
PA14_49350	62	62	135	69
PA14_49360	30	60	87	158
PA14_49380,dapE	112	109	207	157
PA14_49390,rrmA	81	135	174	103
PA14_49400	52	76	88	63
PA14_49410	91	95	102	87
PA14_49420	82	53	106	127
PA14_49440	75	63	151	61
PA14_49460,nrdA	972	986	1569	1451
PA14_49470,nrdB	750	769	1001	863
PA14_49480	703	5	2	0
PA14_49500	11	39	11	60
PA14_49510,pyoS3I	146	0	2	0
PA14_49520,pyoS3A	589	323	8	21
PA14_49530	10	10	32	7
PA14_49540	37	0	64	0
PA14_49560,toxA	9	18	10	80
PA14_49570	11	5	0	30
PA14_49580	4	2	3	24
PA14_49590	13	32	40	68
PA14_49610	7	9	8	63
PA14_49620	4	5	5	26
PA14_49630	26	36	56	44
PA14_49640	53	176	81	83
PA14_49650,ylbA	105	140	203	141
PA14_49660	47	150	148	85
PA14_49680	54	59	91	74
PA14_49690	15	52	26	55
PA14_49700	14	39	37	54
PA14_49710,yedU	59	186	122	156
PA14_49720	0	2	3	6
PA14_49730	7	7	10	14
PA14_49740	53	174	275	88
PA14_49750	7	4	5	48
PA14_49760,rhlC	0	15	12	23
PA14_49780	21	25	44	13
PA14_49790	47	44	58	43
PA14_49800,gsp69	99	123	161	159
PA14_49810	52	70	94	95
PA14_49820,cobB	40	91	78	56
PA14_49840,dgt	124	267	293	232
PA14_49850	89	166	252	86
PA14_49860	22	42	66	30
PA14_49870	73	116	102	159
PA14_49880	48	74	73	106
PA14_49890,tpbB	121	217	183	279
PA14_49900	128	206	201	211
PA14_49910	27	61	50	81
PA14_49920	11	11	21	29
PA14_49930	50	45	105	116
PA14_49940	262	387	370	418
PA14_49960	21	19	18	29
PA14_49970	37	59	55	129
PA14_49990	27	55	45	50
PA14_50000	25	27	20	37
PA14_50010,yliI	22	108	67	152
PA14_50020	22	19	22	86
PA14_50030	20	29	43	39
PA14_50040	26	28	47	44
PA14_50050	4	0	2	26
PA14_50060	8	43	23	64
PA14_50070	64	106	84	136
PA14_50080,fliJ	53	61	97	51
PA14_50100,fliI	115	172	295	115
PA14_50110,fliH	95	131	216	95
PA14_50130,fliG	230	327	449	265
PA14_50140,fliF	303	424	634	339
PA14_50160,fliE	33	44	116	47
PA14_50180,fleR	140	247	380	181
PA14_50200,fleS	104	142	273	124
PA14_50220,fleQ	452	665	853	535
PA14_50240	91	140	17	16
PA14_50250,fliS	236	321	23	17
PA14_50270,fliD	532	849	61	52
PA14_50280,flaG	172	242	27	23
PA14_50290,fliC	850	1178	471	376
PA14_50300	534	963	69	59
PA14_50310	113	153	0	0
PA14_50320	84	146	0	0
PA14_50330	103	193	0	1
PA14_50340,flgL	383	585	149	101
PA14_50360,flgK	344	550	538	391
PA14_50380,flgJ	185	336	384	244
PA14_50410,flgI	98	169	219	147
PA14_50420,flgH	148	201	241	160
PA14_50430,flgG	159	259	341	223
PA14_50440,flgF	142	178	244	149
PA14_50450,flgE	347	557	558	432
PA14_50460,flgD	222	331	336	251
PA14_50470,flgC	172	194	243	186
PA14_50480,flgB	143	165	229	188
PA14_50500	55	105	117	114
PA14_50510	57	77	94	56
PA14_50520,braC	686	805	860	617
PA14_50530,braD	126	169	216	108
PA14_50540,livM	199	241	288	192
PA14_50550,livG	295	330	357	271
PA14_50560,braG	142	187	229	138
PA14_50570	356	411	754	562
PA14_50590	193	252	428	289
PA14_50600	34	29	36	26
PA14_50610	22	40	25	73
PA14_50620	14	43	44	68
PA14_50630	95	142	218	107
PA14_50640	22	21	17	31
PA14_50650	67	104	71	95
PA14_50660	148	205	153	227
PA14_50670	48	63	54	104
PA14_50680,phaG	36	36	41	39
PA14_50690,phaF	59	57	51	57
PA14_50700,phaE	62	86	90	89
PA14_50710,phaD	93	136	172	142
PA14_50720,phaC	15	24	33	26
PA14_50730,phaA	150	200	226	232
PA14_50740	217	257	288	241
PA14_50750	13	16	43	16
PA14_50760	19	34	59	16
PA14_50770	25	33	41	90
PA14_50790,yeaG	68	139	289	100
PA14_50800,pdxH	107	183	260	145
PA14_50810	239	322	349	399
PA14_50820	154	187	296	209
PA14_50830	40	64	123	85
PA14_50840,dinG	198	195	392	278
PA14_50850	18	11	30	36
PA14_50860	91	121	160	133
PA14_50870	53	75	99	66
PA14_50880	32	320	104	202
PA14_50890	44	95	100	76
PA14_50900	76	98	79	85
PA14_50910	13	27	27	25
PA14_50920	10	19	37	33
PA14_50930	89	64	59	71
PA14_50940	130	116	176	95
PA14_50950	33	24	40	24
PA14_50970,yfcG	86	121	126	174
PA14_50980,pac	289	328	537	479
PA14_51000,yigN	268	299	439	284
PA14_51010	99	131	131	121
PA14_51020	81	105	110	98
PA14_51040	14	37	29	49
PA14_51050,pcd	41	99	106	154
PA14_51060	17	18	38	46
PA14_51070,opdD	16	17	19	99
PA14_51080	15	15	27	33
PA14_51090	23	30	44	94
PA14_51100	51	47	52	131
PA14_51110	20	14	29	37
PA14_51120	22	15	37	51
PA14_51150,mucK	34	20	30	93
PA14_51160	19	7	30	59
PA14_51170,pauA	41	23	87	107
PA14_51190	56	62	104	96
PA14_51200	14	15	38	17
PA14_51205	60	101	86	117
PA14_51220	166	51	47	101
PA14_51230	12	7	8	10
PA14_51240,purC	259	278	430	370
PA14_51250,yycJ	179	197	274	260
PA14_51260	464	598	750	555
PA14_51270,dapA	271	352	484	329
PA14_51280	235	251	361	279
PA14_51290,bcp	90	118	157	134
PA14_51300,perM	78	74	129	117
PA14_51310,yrkI	23	19	37	19
PA14_51320	266	404	502	436
PA14_51330,nadA	225	222	304	190
PA14_51340,mvfR	69	180	121	256
